,id,rating,director,theater_date,box_office,studio,genre
380,493,R,Larry Cohen,1984,20900803,Universal Pictures,Drama
381,494,G,Hayao Miyazaki,1988,20900803,Universal Pictures,Animation
382,495,PG,Steven Spielberg,1987,20900803,Universal Pictures,Comedy
383,496,NR,Michael Shackleton,1987,20900803,Universal Pictures,Action and Adventure
384,497,PG-13,Martin Ritt,1985,20900803,Universal Pictures,Comedy
385,499,R,Dennis Klein,1987,20900803,Universal Pictures,Comedy
386,500,NR,Monica Stambrini|Monica Lisa Stambrini,2002,20900803,Universal Pictures,Art House and International
387,502,NR,Lawrence Gough,2009,20900803,Revolver Entertainment,Horror
388,503,R,Peter Sasdy,1970,20900803,Universal Pictures,Art House and International
389,504,PG,Jared Hess,2004,44478018,Fox Searchlight Pictures,Comedy
390,505,R,Jordan Vogt-Roberts,2013,1300000,CBS Films,Comedy
391,507,R,Arne Glimcher|Arnold Glimcher,1992,20900803,Universal Pictures,Art House and International
392,508,R,Robert Rodriguez,1996,20900803,Universal Pictures,Drama
393,509,NR,Edmund Goulding,1946,20900803,Universal Pictures,Classics
394,512,NR,Norman Foster|Alfredo Gomez de la Vega,1987,20900803,Universal Pictures,Art House and International
395,513,NR,Tim Burstall,1982,20900803,Universal Pictures,Action and Adventure
396,515,NR,Lesley Selander,1987,20900803,Universal Pictures,Action and Adventure
397,516,NR,Gordon Hessler,1987,20900803,Universal Pictures,Drama
398,517,PG,Vernon Sewell,1987,20900803,Universal Pictures,Horror
399,518,R,Christian Ditter,2015,20900803,Film Arcade,Comedy
400,520,PG,John Stephenson,2013,2209479,Echolight Studios,Drama
401,522,G,Steven Spielberg,2000,20900803,Universal Pictures,Documentary
402,523,R,Stephen Carpenter|Jeffrey Obrow,1982,20900803,Universal Pictures,Horror
403,524,NR,Ingmar Bergman,1957,20900803,Universal Pictures,Drama
404,526,G,Norman Jewison,1971,20900803,Universal Pictures,Classics
405,527,NR,Jackie Chan|Xavier Lee,1987,20900803,Universal Pictures,Action and Adventure
406,528,R,Tamara Jenkins,2007,6426953,Fox Searchlight Pictures,Comedy
407,531,PG,Tab Murphy,1995,20900803,Universal Pictures,Action and Adventure
408,533,PG-13,David Swift,1964,20900803,Universal Pictures,Classics
409,534,R,Peter Bogdanovich,1985,20900803,Universal Pictures,Drama
410,535,NR,Gerald Thomas,1987,20900803,Universal Pictures,Comedy
411,537,R,Richard Lester,1979,20900803,Universal Pictures,Action and Adventure
412,539,R,Jenniphr Goodman,2000,2586310,Universal Pictures,Art House and International
413,541,NR,Ken Loach,1998,20900803,Universal Pictures,Drama
414,542,R,John Dahl,2001,21254983,20th Century Fox,Action and Adventure
415,544,NR,Phil Karlson,1945,20900803,Universal Pictures,Classics
416,545,R,Robert Aldrich,1968,20900803,Universal Pictures,Classics
417,547,PG-13,Billy Wilder,1964,20900803,Universal Pictures,Classics
418,548,R,Denys Arcand,1993,20900803,Universal Pictures,Comedy
419,549,R,Stanley Long,1987,20900803,Universal Pictures,Action and Adventure
420,550,NR,Franco Amurri,1987,20900803,Universal Pictures,Comedy
421,551,NR,Peter Ustinov,1987,20900803,Universal Pictures,Comedy
422,552,R,Evan Dunsky,1997,20900803,Universal Pictures,Comedy
423,554,PG-13,Jimmy Hayward,2010,10500000,Warner Bros. Pictures,Action and Adventure
424,555,PG-13,Lesli Linka Glatter,1995,20900803,Universal Pictures,Comedy
425,556,R,Louis Malle,1987,20900803,Universal Pictures,Drama
426,559,PG,Neal Israel,1993,20900803,Universal Pictures,Comedy
427,560,NR,Steven Spielberg,1930,20900803,Universal Pictures,Musical and Performing Arts
428,561,PG-13,John Leekley,2000,20900803,Universal Pictures,Action and Adventure
429,562,NR,Mastan Burmawalla|Abbas Alibhai Burmawalla|Mastan Alibhai Burmawalla,1993,20900803,Universal Pictures,Art House and International
430,563,PG-13,Clare Kilner,2005,32000000,Universal Pictures,Comedy
431,564,PG,Steven Spielberg,2008,114053579,Walt Disney Pictures,Action and Adventure
432,565,R,Nick Broomfield,1993,20900803,Universal Pictures,Art House and International
433,566,G,Gillian Armstrong,1979,20900803,Westchester Films,Art House and International
434,567,PG-13,Trish Sie,2017,104880310,Universal Pictures,Comedy
435,571,R,Shigehiro Ozawa,1974,20900803,Universal Pictures,Action and Adventure
436,572,PG-13,Dennis Dugan,2003,35764982,Sony Pictures,Action and Adventure
437,573,PG-13,Steven Spielberg,2005,17364602,Fox Searchlight Pictures,Comedy
438,576,NR,Steven Spielberg,1987,20900803,Universal Pictures,Action and Adventure
439,578,PG,Woody Allen,1987,20900803,Universal Pictures,Comedy
440,579,PG-13,John Curran,2018,20900803,Universal Pictures,Mystery and Suspense
441,580,NR,Steven Spielberg,1944,20900803,Universal Pictures,Classics
442,581,PG-13,Gary Ross,1998,20900803,New Line Cinema,Comedy
443,582,R,Anton Corbijn,2014,14037964,Lionsgate/Roadside Attractions,Drama
444,583,R,David Lean,1970,20900803,Universal Pictures,Drama
445,584,NR,Steven Spielberg,1987,20900803,Universal Pictures,Drama
446,585,R,Antoine Fuqua,2018,20900803,Columbia Pictures,Action and Adventure
447,586,NR,Steven Spielberg,1987,20900803,Universal Pictures,Documentary
448,588,R,Steve Carver,1976,20900803,Universal Pictures,Action and Adventure
449,589,NR,Toyoo Ashida|Carl Macek,1987,20900803,Universal Pictures,Animation
450,590,PG-13,Justin Chadwick,2008,26800000,Sony Pictures/Columbia,Drama
451,592,NR,Hark Tsui,1987,20900803,Universal Pictures,Art House and International
452,594,PG,Ivan Reitman,1984,20900803,Columbia Pictures,Action and Adventure
453,595,R,Forest Whitaker,1995,20900803,Universal Pictures,Comedy
454,596,G,Adam Ravetch|Sarah Robertson,2007,598103,Paramount Vantage,Documentary
455,597,PG,Lawrence Kasdan,1988,20900803,Universal Pictures,Comedy
456,598,NR,Vincent Sherman,1947,20900803,Universal Pictures,Classics
457,599,R,Steven Spielberg,1987,20900803,Universal Pictures,Drama
458,601,PG,Steven Spielberg,1987,20900803,Universal Pictures,Action and Adventure
459,602,R,Richard Loncraine,1987,20900803,Universal Pictures,Drama
460,603,R,John Singleton,1993,20900803,Universal Pictures,Drama
461,604,R,Kwame Amoaku,2003,20900803,Universal Pictures,Documentary
462,605,PG-13,Peter Segal,1995,20900803,Universal Pictures,Comedy
463,607,PG,Chuck Bail,1986,20900803,Universal Pictures,Drama
464,608,R,Phil Alden Robinson,2014,20900803,Universal Pictures,Comedy
465,609,NR,Anatole Litvak,1967,20900803,Universal Pictures,Classics
466,610,PG-13,Florian Henckel von Donnersmarck,2010,67631157,Columbia Pictures,Action and Adventure
467,611,R,Clint Eastwood,2003,88800000,WB,Drama
468,612,R,Joseph Ruben,1995,20900803,Universal Pictures,Action and Adventure
469,613,NR,John Berry,1987,20900803,Universal Pictures,Classics
470,614,PG,Mark Rydell,1972,20900803,Universal Pictures,Classics
471,615,PG,Hsiao-hsien Hou,1986,20900803,Universal Pictures,Art House and International
472,617,NR,William Wyler,1940,20900803,Universal Pictures,Action and Adventure
473,618,PG,Steven Spielberg,1987,20900803,Universal Pictures,Drama
474,619,PG,Michael Rubbo,1987,20900803,Universal Pictures,Comedy
475,620,R,Raymond Martino,1987,20900803,Universal Pictures,Action and Adventure
476,622,R,Francis Ford Coppola,1972,20900803,Paramount Pictures,Drama
477,623,R,Guy Maddin,2012,22099,Monterey Media,Art House and International
478,624,NR,George Sidney,1953,20900803,Universal Pictures,Classics
479,626,R,James Isaac,2002,12610731,New Line Cinema,Horror
480,627,R,Brett Morgen,2008,20900803,Universal Pictures,Animation
481,628,PG,Mira Nair,1987,8874389,Universal Pictures,Drama
482,631,R,Roderick Taylor,1990,20900803,Universal Pictures,Comedy
483,632,NR,Karim Traidia,1987,20900803,Universal Pictures,Art House and International
484,633,NR,Tze Chun,2010,20900803,Independent Films,Drama
485,635,R,Mike Mendez,2000,20900803,Universal Pictures,Horror
486,636,NR,Andreas Morell,1987,20900803,Universal Pictures,Special Interest
487,638,R,John Herzfeld,1996,20900803,Universal Pictures,Comedy
488,639,R,Abel Ferrara,1999,20900803,Universal Pictures,Drama
489,640,NR,Douglas Sirk,1949,20900803,Universal Pictures,Classics
490,641,NR,Steven Spielberg,1987,20900803,Universal Pictures,Drama
491,642,NR,John Cromwell,1987,20900803,Universal Pictures,Classics
492,643,PG-13,Dave McCary,2017,529426,Sony Pictures Classics,Comedy
493,644,R,Steven Spielberg,1987,20900803,Universal Pictures,Drama
494,645,NR,Steven Spielberg,1987,20900803,Universal Pictures,Documentary
495,646,PG-13,Steven Spielberg,2014,2664765,Warner Bros.,Comedy
496,647,NR,Joseph Pevney,1952,20900803,Universal Pictures,Drama
497,648,R,Howard Hawks,1959,20900803,Universal Pictures,Action and Adventure
498,651,R,Sam Peckinpah,1971,20900803,Universal Pictures,Drama
499,654,PG-13,Howard Deutch,1986,20900803,Universal Pictures,Comedy
500,655,R,Robert Altman,1993,20900803,Universal Pictures,Comedy
501,656,G,Steve Gomer,1998,20900803,Universal Pictures,Kids and Family
502,658,R,George Huang,1995,20900803,Universal Pictures,Comedy
503,659,R,Brian DePalma,1990,20900803,Universal Pictures,Comedy
504,661,PG,Joel Zwick,2002,241250669,IFC Films,Comedy
505,663,PG,Les Mayfield,1992,20900803,Universal Pictures,Comedy
506,664,NR,Tian Zhuangzhuang,1993,20900803,Universal Pictures,Art House and International
507,665,PG-13,Karen Shakhnazarov,2001,20900803,Universal Pictures,Art House and International
508,666,NR,Paul Wendkos,1987,20900803,Universal Pictures,Drama
509,667,PG,Clay Kaytis|Fergal Reilly,2016,107506776,Sony Pictures,Animation
510,669,PG,Terry Gilliam,1987,20900803,Universal Pictures,Action and Adventure
511,671,PG,Steven Spielberg,1996,20900803,Universal Pictures,Comedy
512,672,PG-13,Bill Duke,2009,10572742,Screen Gems/SONY PICTURES,Drama
513,673,PG,Mike Tollin|Michael Tollin,2003,52277485,Sony Pictures Entertainment,Drama
514,674,R,William Friedkin,2012,1800000,Independent Pictures,Comedy
515,675,PG,David Lean,1984,20900803,Universal Pictures,Drama
516,676,NR,Robert Iscove,1987,20900803,Universal Pictures,Action and Adventure
517,678,NR,David Miller,1987,20900803,Universal Pictures,Drama
518,679,NR,Yoav Potash,2011,20900803,Independent Pictures,Documentary
519,680,NR,Pierre Chenal,1987,20900803,Universal Pictures,Drama
520,681,NR,Shane Acker,1987,20900803,Universal Pictures,Animation
521,683,R,Fred Schepisi,1990,20900803,Universal Pictures,Action and Adventure
522,684,PG,Gary Goddard,1987,20900803,Universal Pictures,Action and Adventure
523,685,R,Philip Seymour Hoffman,2010,300000,Fox Searchlight,Comedy
524,686,PG-13,Stuart Beattie,2014,15687400,Lionsgate Films,Horror
525,687,R,Peter Medak,1980,20900803,Universal Pictures,Horror
526,688,R,Don Taylor,1978,20900803,Universal Pictures,Horror
527,689,R,Paul Thomas Anderson,2015,6100613,Warner Bros. Pictures,Drama
528,690,NR,Robert Ellis Miller,1987,20900803,Universal Pictures,Classics
529,691,NR,Jean-Luc Godard,1962,20900803,Universal Pictures,Art House and International
530,692,PG,Steven Spielberg,1995,20900803,Universal Pictures,Action and Adventure
531,693,PG,Leonard Nimoy,1987,20900803,Universal Pictures,Comedy
532,694,R,Yves Simoneau,1993,20900803,Universal Pictures,Drama
533,695,NR,Lloyd Bacon,1940,20900803,Universal Pictures,Action and Adventure
534,696,R,Clint Eastwood,1986,20900803,Universal Pictures,Action and Adventure
535,697,NR,Bela Tarr,1988,20900803,Universal Pictures,Art House and International
536,699,NR,Chris Menges,1987,20900803,Universal Pictures,Drama
537,700,R,Maggie Greenwald,1993,20900803,Universal Pictures,Action and Adventure
538,701,PG,Curtis Hanson,1987,20900803,Universal Pictures,Action and Adventure
539,704,R,Keenen Ivory Wayans,2001,20900803,Universal Pictures,Comedy
540,707,NR,Steven Spielberg,1987,20900803,Universal Pictures,Action and Adventure
541,708,NR,John Farrow,1987,20900803,Universal Pictures,Drama
542,709,R,Martha Coolidge,1994,20900803,Universal Pictures,Comedy
543,712,PG,Marcel Camus,1959,20900803,Universal Pictures,Art House and International
544,713,R,Alethea Jones,2017,20900803,Universal Pictures,Comedy
545,714,R,Seth MacFarlane,2015,63883740,Universal Pictures,Comedy
546,715,R,Gary Fleder,2001,54218420,20th Century Fox,Drama
547,716,NR,Steven Spielberg,1983,20900803,Universal Pictures,Art House and International
548,717,G,Steven Spielberg,1987,20900803,Universal Pictures,Drama
549,718,R,Steven Spielberg,1987,20900803,Universal Pictures,Art House and International
550,719,NR,Albert Parker,1926,20900803,Universal Pictures,Action and Adventure
551,720,NR,William Castle,1967,20900803,Universal Pictures,Classics
552,721,R,Neil Jordan,1996,20900803,Universal Pictures,Drama
553,722,NR,Elio Petri,1965,20900803,Universal Pictures,Action and Adventure
554,723,R,Todd Haynes,1998,20900803,Universal Pictures,Drama
555,724,NR,Steven Spielberg,1987,20900803,Universal Pictures,Art House and International
556,725,NR,Annemarie Jacir,2010,20900803,Lorber Films,Drama
557,726,NR,Evans Butterworth,2009,20900803,Universal Pictures,Action and Adventure
558,727,NR,Hong Sang-soo,2003,20900803,Universal Pictures,Art House and International
559,729,PG,Jeannot Szwarc,1985,20900803,Universal Pictures,Kids and Family
560,730,NR,Maroun Bagdadi,1987,20900803,Universal Pictures,Art House and International
561,731,R,Jim Jarmusch,1997,20900803,Universal Pictures,Documentary
562,732,NR,James Hogan,1938,20900803,Universal Pictures,Western
563,733,NR,Donald Collup,1987,20900803,Universal Pictures,Comedy
564,734,NR,Jing Wong,1987,20900803,Universal Pictures,Art House and International
565,735,PG,Simon Wincer,1987,20900803,Universal Pictures,Action and Adventure
566,736,R,Mike Figgis,1990,20900803,Universal Pictures,Drama
567,737,NR,Guy Hamilton,1987,20900803,Universal Pictures,Drama
568,738,R,Nick Murphy,2012,175088,Cohen Media Group,Art House and International
569,739,NR,Agust Agustsson|Ruth Schell,1987,20900803,Universal Pictures,Drama
570,740,PG-13,Joe Johnston,2001,20900803,Universal Pictures,Action and Adventure
571,741,R,Cedric Sundstrom,1991,20900803,Universal Pictures,Action and Adventure
572,742,R,Richard Spence,1997,20900803,Universal Pictures,Art House and International
573,743,NR,Steven Spielberg,1987,20900803,Universal Pictures,Drama
574,744,PG-13,John Burgess,2015,20900803,Freestyle Releasing,Comedy
575,745,PG,Michael Laughlin,1983,20900803,Universal Pictures,Comedy
576,746,NR,William Beaudine,1941,20900803,Universal Pictures,Action and Adventure
577,747,NR,Billy Wilder,1960,20900803,Universal Pictures,Classics
578,748,NR,Otar Iosseliani,1999,20900803,Universal Pictures,Art House and International
579,749,NR,Yasir Jaswal,1987,20900803,Universal Pictures,Action and Adventure
580,750,NR,John Ewing III,2006,20900803,Universal Pictures,Documentary
581,752,R,John Landis,1978,20900803,Universal Pictures,Comedy
582,753,PG,Freddie Francis,1967,20900803,Universal Pictures,Horror
583,754,NR,Amy Berg,2006,20900803,Lionsgate Films,Documentary
584,755,PG-13,Richard Donner,2003,19375474,Paramount Pictures,Action and Adventure
585,756,R,Brad Furman,2016,15425870,Broad Green Pictures,Drama
586,757,R,Dominic Sena,1993,20900803,Universal Pictures,Action and Adventure
587,758,NR,Del Tenney,1987,20900803,20th Century Fox Film Corporat,Horror
588,760,R,Nicholas Stoller,2016,20900803,Universal Pictures,Comedy
589,761,PG,Arthur Penn,1958,20900803,Universal Pictures,Classics
590,762,R,Kim Ki-duk,2001,20900803,Universal Pictures,Art House and International
591,763,NR,Henry King,1937,20900803,Universal Pictures,Classics
592,765,NR,Ralph Nelson,1963,20900803,Universal Pictures,Art House and International
593,766,G,Arna Selznick,1985,20900803,Universal Pictures,Action and Adventure
594,768,NR,Roger Weisberg,1987,20900803,Universal Pictures,Documentary
595,769,R,Paul Schrader,2018,20900803,Universal Pictures,Drama
596,770,NR,Henry Koster,1966,20900803,Universal Pictures,Classics
597,771,PG-13,Jason Friedberg|Aaron Seltzer,2008,38200000,20th Century Fox,Comedy
598,772,NR,Vladimir Menshov,1980,20900803,Universal Pictures,Art House and International
599,773,R,Vincent Gallo,1998,2365931,Universal Pictures,Art House and International
600,774,NR,Richard Thorpe,1987,20900803,Universal Pictures,Action and Adventure
601,776,PG,Woody Allen,1980,20900803,Universal Pictures,Comedy
602,778,R,Ted Kotcheff,1979,20900803,Universal Pictures,Comedy
603,779,R,Goran Dukic,2007,231512,Lionsgate Films/After Dark Films,Art House and International
604,781,PG-13,Yoji Yamada,2007,20900803,The Bigger Picture,Art House and International
605,782,R,Martin McDonagh,2017,52000189,Fox Searchlight Pictures,Comedy
606,783,R,Sylvester Stallone,2010,102981571,Lionsgate Films,Action and Adventure
607,784,PG-13,Lewis Milestone,1960,20900803,Universal Pictures,Classics
608,785,NR,David Miller,1956,20900803,Universal Pictures,Classics
609,786,NR,Jarrett Lee Conaway,1987,20900803,Universal Pictures,Action and Adventure
610,787,NR,Derek Cole,2012,20900803,Universal Pictures,Horror
611,788,R,Michael Showalter,2016,14443077,Universal Pictures,Drama
612,789,NR,Tom Collins,1987,20900803,Universal Pictures,Drama
613,791,R,Steven Spielberg,2009,4900000,Sony Pictures Classics,Art House and International
614,792,NR,Steven Spielberg,1987,20900803,Universal Pictures,Action and Adventure
615,793,PG-13,Jack Fisk,1987,20900803,Universal Pictures,Drama
616,794,R,Bruce Robinson,1992,20900803,Universal Pictures,Drama
617,797,PG,Charles Burnett,1990,20900803,Universal Pictures,Drama
618,798,NR,Ingemo Engstrom,1987,20900803,Universal Pictures,Drama
619,800,PG-13,Oley Sassone,1987,20900803,Universal Pictures,Action and Adventure
620,801,R,Bud Yorkin,1990,20900803,Universal Pictures,Comedy
621,802,R,Steven Spielberg,1990,20900803,Universal Pictures,Comedy
622,804,R,Barry Levinson,2015,1940202,Open Road Films,Drama
623,805,PG,Steven Spielberg,1987,20900803,Universal Pictures,Action and Adventure
624,806,R,Danny Leiner,2006,39712,First Independent Pictures,Comedy
625,807,R,Wolfgang Petersen,1997,20900803,Universal Pictures,Action and Adventure
626,808,R,Michael Moore,1995,20900803,Universal Pictures,Comedy
627,809,PG,Alfred Hitchcock,1958,20900803,Universal Pictures,Classics
628,810,NR,Jae-young Kwak,2001,20900803,Universal Pictures,Comedy
629,811,NR,Eli Cohen,1994,20900803,Universal Pictures,Art House and International
630,812,NR,Larry Elikann,1987,20900803,Universal Pictures,Drama
631,814,PG-13,Stephen Herek,2002,14400987,20th Century Fox,Comedy
632,815,R,Sam Mendes,2008,22877808,Paramount Vantage,Drama
633,816,PG,Anthony Bell|Ben Gluck|Benjamin Gluck,2010,25077977,Lionsgate Films,Action and Adventure
634,817,G,Walter Lang,1957,20900803,Universal Pictures,Classics
635,818,PG,Stuart Gillard|Corey Feldman|Tim Kelleher,1993,20900803,Universal Pictures,Action and Adventure
636,819,R,Edward Dmytryk,1979,20900803,Universal Pictures,Art House and International
637,820,R,James Cameron,1984,20900803,Orion Pictures Corporation,Action and Adventure
638,821,NR,Mai Zetterling,1987,20900803,Universal Pictures,Art House and International
639,823,R,Marco Tullio Giordana,2003,20900803,Miramax Films,Art House and International
640,824,PG,Lucas Reiner,1990,20900803,Universal Pictures,Comedy
641,825,PG-13,Lee David Zlotoff,1996,20900803,Universal Pictures,Drama
642,826,NR,Stanley Kubrick,1955,20900803,Universal Pictures,Classics
643,827,R,Jonathan Demme,1988,20900803,Universal Pictures,Comedy
644,828,NR,Steven Spielberg,1960,20900803,Universal Pictures,Action and Adventure
645,829,NR,Antonio Margheriti,1973,20900803,Blue Underground,Art House and International
646,830,R,Ang Lee,1993,20900803,Universal Pictures,Art House and International
647,831,NR,Pavan Moondi,1987,20900803,Factory 25,Comedy
648,832,NR,Alexander Medvedkin,1987,20900803,Universal Pictures,Art House and International
649,833,PG-13,Kyle Newman,2008,700000,Universal Pictures,Action and Adventure
650,834,R,Michael Winterbottom,1996,20900803,Universal Pictures,Art House and International
651,835,PG,John Hayes,1978,20900803,Universal Pictures,Science Fiction and Fantasy
652,836,R,Steven Spielberg,2015,20900803,A24 and DIRECTV,Action and Adventure
653,837,PG,Steven Spielberg,1987,20900803,Universal Pictures,Art House and International
654,838,NR,Michael Brown,1987,20900803,Universal Pictures,Action and Adventure
655,839,PG,Arthur Hiller,1970,20900803,Paramount Pictures,Drama
656,840,NR,Mervyn Le Roy,1932,20900803,Universal Pictures,Classics
657,841,PG-13,Steven Spielberg,2005,234141872,Paramount Pictures,Action and Adventure
658,843,NR,Steven Spielberg,1987,20900803,Universal Pictures,Drama
659,845,R,Werner Herzog,2009,1616556,First Look Pictures,Drama
660,846,PG-13,Tim Disney,2009,465786,Samuel Goldwyn Films,Drama
661,847,NR,Alfred Hitchcock,1938,20900803,Universal Pictures,Classics
662,848,R,Peter Webber,2007,27503677,MGM,Drama
663,849,PG-13,Joel Schumacher,1994,20900803,Universal Pictures,Action and Adventure
664,850,R,Ang Lee,2016,1736708,Sony Pictures,Drama
665,852,PG-13,Prince,1987,20900803,Universal Pictures,Documentary
666,853,R,Austin Chick,2008,20900803,Universal Pictures,Drama
667,855,PG,Richard Lester|Richard Donner,1981,20900803,Universal Pictures,Action and Adventure
668,856,R,Wiktor Grodecki,1996,20900803,Universal Pictures,Art House and International
669,857,NR,Mark Robson,1987,20900803,Universal Pictures,Drama
670,858,R,Jed Weintrob,2003,25658,Indican Pictures,Drama
671,859,PG,Steven Spielberg,1988,20900803,Universal Pictures,Comedy
672,860,R,Nicolas Roeg,1995,20900803,Universal Pictures,Drama
673,861,R,Steve Kloves,1993,20900803,Universal Pictures,Drama
674,862,PG-13,Anthony Russo|Joe Russo,2006,75604320,Universal Pictures,Comedy
675,863,R,Harmony Korine,2013,13900000,A24 Films,Action and Adventure
676,864,PG-13,Steven Spielberg,2009,15988876,Universal Pictures,Drama
677,866,NR,Scott Pembroke,1987,20900803,Universal Pictures,Drama
678,867,NR,Vittorio De Sica,1963,20900803,Universal Pictures,Comedy
679,868,NR,Irene Lusztig,1987,20900803,Universal Pictures,Art House and International
680,870,PG,Barbra Streisand,1983,20900803,Universal Pictures,Drama
681,871,R,Renny Harlin,1990,20900803,Universal Pictures,Action and Adventure
682,872,PG,Paul Flaherty,1994,20900803,Universal Pictures,Comedy
683,873,R,Robert Pulcini|Shari Springer Berman,2010,453079,Magnolia Pictures,Comedy
684,874,R,Amos Poe,1999,20900803,Universal Pictures,Action and Adventure
685,875,R,Max Joseph,2015,20900803,Universal Pictures,Drama
686,876,PG,Sean McNamara,2018,20900803,LD Entertainment,Drama
687,879,R,Barra Grant,2007,20900803,Universal Pictures,Comedy
688,880,NR,Joseph Kane,1987,20900803,Universal Pictures,Western
689,881,R,Steven Spielberg,1987,20900803,Universal Pictures,Action and Adventure
690,883,PG-13,Jay Roach,2004,279167575,Universal Pictures,Comedy
691,884,R,Richard Rush,1974,8300,Warner Bros. Pictures,Action and Adventure
692,887,R,Charles Shyer,2004,13351235,Paramount Pictures,Comedy
693,888,NR,Lloyd Bacon,1940,20900803,Universal Pictures,Classics
694,889,PG,Amy Holden Jones,1987,20900803,Universal Pictures,Comedy
695,891,PG,Richard Michaels|Michael Daves,1983,20900803,Universal Pictures,Comedy
696,893,R,Daniel Alfredson,2015,20900803,Universal Pictures,Action and Adventure
697,895,NR,Eric England,2013,3328,IFC Films,Drama
698,896,PG,Nathan Juran,1957,20900803,Universal Pictures,Classics
699,897,NR,Steven Spielberg,1987,20900803,Universal Pictures,Action and Adventure
700,898,NR,Walter Lang,1940,20900803,Universal Pictures,Classics
701,899,PG,Barry Levinson,1984,20900803,Universal Pictures,Drama
702,901,G,Jacques Cluzaud|Jacques Perrin,2010,19000000,Disneynature,Documentary
703,902,R,Simon West,1999,20900803,Paramount Pictures,Drama
704,903,G,James Cameron,2003,16302332,Buena Vista Distribution,Comedy
705,906,PG,Steven Spielberg,1987,1688620,A24 Films,Drama
706,907,R,Steven Spielberg,2003,3752818,Fox Searchlight Pictures,Art House and International
707,908,PG-13,Jan Hrebejk,2001,20900803,Sony Pictures Classics,Art House and International
708,909,R,Bobcat Goldthwait,1992,20900803,Universal Pictures,Comedy
709,911,R,Michael Lehmann,1988,20900803,Universal Pictures,Comedy
710,912,PG,George Cukor,1944,20900803,Universal Pictures,Classics
711,913,NR,Marion Vernoux,1987,20900803,Tribeca Film,Comedy
712,914,R,Silvio Narizzano,1987,20900803,Universal Pictures,Comedy
713,915,NR,Ian Curteis,1987,20900803,Universal Pictures,Horror
714,918,NR,Charles Walters,1955,20900803,Universal Pictures,Classics
715,919,NR,Fielder Cook,1986,20900803,Universal Pictures,Drama
716,921,PG-13,Phil Alden Robinson,1992,20900803,Universal Pictures,Action and Adventure
717,922,R,Robert Redford,1988,20900803,Universal Pictures,Comedy
718,923,NR,Howard Hawks,1987,20900803,Universal Pictures,Action and Adventure
719,924,R,David Seltzer,1992,20900803,Universal Pictures,Action and Adventure
720,925,NR,John Krasinski,2009,20900803,IFC,Comedy
721,926,PG-13,Rob Cohen,2000,20900803,Universal Studios Home Video,Horror
722,928,NR,Steven Spielberg,1952,20900803,Universal Pictures,Classics
723,930,R,Danny Boyle,1996,20900803,Miramax Films,Comedy
724,931,NR,Aditya Chopra,1995,20900803,Universal Pictures,Art House and International
725,932,PG,Peter Byck,2011,20900803,Mitropoulos Films,Documentary
726,933,R,Henry Jaglom|Bob Giraldi,1982,20900803,Universal Pictures,Comedy
727,934,NR,Steven Spielberg,1936,20900803,Universal Pictures,Classics
728,935,R,David Hillenbrand|Scott Hillenbrand,2009,20900803,Full Circle Releasing,Comedy
729,936,PG-13,Craig Bolotin,1993,20900803,Universal Pictures,Drama
730,937,R,Melvin Van Peebles,1970,20900803,Universal Pictures,Classics
731,939,NR,Woo-Suk Kang|Kang Woo-seok,2003,20900803,Cinema Service,Action and Adventure
732,940,PG-13,Robert Schwentke,2005,89602378,Touchstone Pictures,Action and Adventure
733,941,R,Martyn Burke,2002,20900803,Universal Pictures,Action and Adventure
